iteration	y	y_hat	subject_index
215	82.627397260274	79.72966848142323	376
215	67.4643835616438	73.64376059343071	244
215	67.958904109589	72.59287507405205	155
215	75.4452054794521	74.3552522824314	120
215	82.2808219178082	75.37736038780076	597
215	55.1616438356164	67.46414607998965	354
215	87.2232876712329	75.3388325959775	583
215	77.1397260273973	73.19029109017727	440
215	75.0342465753425	74.42579688270747	94
215	67.9342465753425	69.84201135399594	693
215	82.2054794520548	70.40460741933272	640
215	82.3698630136986	77.64214003939198	294
215	83.258904109589	80.83545056729312	487
215	85.8753424657534	78.50811097145015	206
215	59.4616438356164	68.58002233449999	624
215	61.558904109589	68.55990470421588	55
215	71.5260273972603	75.69150687295374	548
215	67.9479452054795	63.17452443218116	42
215	71.2671232876712	68.85968850399361	4
215	61.7849315068493	70.20969245462892	436
215	67.9041095890411	71.32761449276236	705
215	61.5369863013699	72.25191235346979	65
215	79.1082191780822	74.41753303318333	110
215	68.4643835616438	67.18811781994623	530
215	70.4698630136986	71.34976891496294	161
215	72.0013698630137	74.3309190840164	679
215	70.8287671232877	76.05418468607336	521
215	80.8287671232877	79.5713871398025	102
215	83.0616438356164	72.76211089335716	587
215	68.8616438356164	76.7110575795964	652
215	64.9753424657534	69.25178072538415	12
215	74.372602739726	70.79522565554107	250
215	55.4164383561644	69.55882541229035	248
215	73.372602739726	71.45459130016603	167
215	64.5808219178082	65.98715523264858	484
215	62.3821917808219	68.45738442600423	659
215	67.9671232876712	68.65493503455262	48
215	78.8835616438356	71.74208154636432	227
215	61.9561643835616	74.23820551396979	524
215	70.9643835616438	66.22757543777769	314
215	70.3246575342466	76.98546028169153	342
215	79.3561643835616	73.3108006263244	399
215	62.9616438356164	67.8221775184774	220
215	68.2808219178082	73.65010885181381	627
215	76.3397260273973	75.4120067684905	543
215	76.5150684931507	76.8139117831033	409
215	73.3301369863014	69.69087877340625	229
215	74.4698630136986	70.66213266591446	421
215	82.17005428820563	75.86721512767272	44
215	78.058904109589	76.05240115009772	467
215	71.2808219178082	69.37868498386457	730
215	63.6616438356164	70.57628123754864	462
215	70.1616438356164	70.38305596186296	669
215	72.4479452054795	72.3847056646539	182
215	80.9534246575342	75.38746742774902	561
215	65.5315068493151	73.41590028803023	407
215	61.8561643835616	68.0708611222163	252
215	57.6835616438356	70.4821508032509	578
215	75.3260273972603	73.59029698058711	553
215	68.1698630136986	69.29486529823119	605
215	68.0479452054795	74.27615836356813	75
215	71.5794520547945	70.31833107049388	29
215	75.8780821917808	75.0687490445762	3
215	66.3780821917808	65.95061961687617	74
215	73.4260273972603	76.47129229545632	683
215	75.0671232876712	70.51564172353672	338
215	75.758904109589	81.04136865697359	327
215	68.2506849315069	73.08660406918845	230
215	66.9780821917808	68.36759130388543	151
215	75.458904109589	73.66011801144307	127
215	59.4041095890411	69.2967636988681	217
215	63.0780821917808	67.7693153910478	298
215	61.2698630136986	65.91310679346034	141
215	64.3424657534247	73.79226010864448	672
215	73.558904109589	69.16957623133304	502
215	70.086301369863	71.13007349360338	43
215	80.2712328767123	77.35668116550353	419
215	65.8616438356164	72.5926551915938	69
215	54.2739726027397	72.14253199094333	522
215	73.5849315068493	76.18719464914363	297
215	75.0671232876712	79.01412842687937	170
215	72.7424657534247	76.38330543069479	310
215	64.0794520547945	73.21447584479994	732
215	74.7342465753425	74.1713991067289	274
215	67.3205479452055	73.9579015676183	350
215	69.558904109589	71.23049774623695	733
215	71.8698630136986	70.68438257757079	204
215	62.258904109589	69.71073147401258	62
215	70.8342465753425	66.48182472535181	727
215	55.0041095890411	65.16416443500589	534
215	75.7808219178082	79.49273653629155	133
215	79.2534246575342	80.79334178957535	389
215	88.9342465753425	77.24278936147883	292
215	69.2013698630137	67.52817115846943	648
215	77.2479452054795	72.21262965504404	509
215	77.1369863013699	76.26687110732992	382
215	74.2808219178082	75.02211272638763	142
215	73.558904109589	65.1864521938454	369
215	69.4178082191781	72.8006576191463	618
215	78.986301369863	75.50335380256256	105
215	80.5041095890411	76.72150558627558	190
215	80.6397260273973	76.71256164149679	689
215	71.958904109589	71.1984686005868	233
215	64.7561643835616	75.03008984495044	545
215	80.2794520547945	72.78911453463091	396
215	66.4369863013699	67.5384918744071	712
215	73.9671232876712	72.78327322397858	187
215	73.0424657534247	72.3791319518037	463
215	61.8246575342466	69.50088820352599	299
215	70.472602739726	71.81036197441502	471
215	73.8342465753425	71.14435038423676	321
215	69.9260273972603	73.32000116620338	556
215	71.1260273972603	72.71498698808023	591
215	73.9561643835616	67.56064661542236	728
215	74.1780821917808	73.89223890837683	86
215	80.3753424657534	72.7670901880515	258
215	75.5	74.8620435011381	577
215	65.0561643835616	71.30329068542473	410
